Key;Label;Tipo Ficheiro;Pasta;Ficheiro;Tipo de Dado;Clas. Risco;Densidade Risco;Nr Dados;Tamanho Documento
001365;RPT001365;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\1\12\d4d7e8d9-286f-4ee3-9805-9cfc010a82e5\;2010_01_12_16_08_53.pdf;Profissao, Telefone, CPostal, DesignacaoCP, Nome;2;0.00013;11;7338
001366;RPT001366;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\7\4\14910e03-1274-4114-a272-68ff3e029a4f\;db7b72d0-a0eb-4432-ac2a-c26a21bb460d.1..pdf;IBAN, NIB, Telemovel, NIF, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;14;8574
001367;RPT001367;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\12\14\9a21236f-6b38-4951-baec-3b46d87f5c28\;d9e71671-84a6-4dfb-995d-775634d8290c.1..pdf;Habilitacao, Profissao, CCidadao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;28;41409
001368;RPT001368;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\8\29\3647c804-7e9a-4353-adb3-d20830de02a6\;3fa2269d-1efc-4a61-ae66-6261152f6911.1..pdf;Profissao, Morada, CPostal, Data, DesignacaoCP;2;0.00013;11;1892
001369;RPT001369;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\9\24\e5d9d2b0-91a9-4b61-b102-da2a844fe129\;b7d48e35-1d94-4981-95ec-1d577fb98bfa.pdf;;0;0.00000;0;2210
001370;RPT001370;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\8\14\32456fed-5cfd-4c35-aee6-c7dc06189dd3\;4361a709-1e9d-4e6f-a371-634f91b933ba.1..pdf;;0;0.00000;0;991
001371;RPT001371;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\3\1\8efd9afd-398d-4dc8-a0be-87acce707d0f\;449cdc03-5bb0-48ce-ba23-62d1b3bb223c.1..pdf;NIB, CPostal, Data, EMAIL, Nome;4;0.00026;15;2313
001372;RPT001372;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\1\29\28675245-fb5b-44e5-8773-98775e7513b3\;511d6083-051e-4718-b933-02e7b74ff3ac.1..pdf;Morada, CPostal, Data, EMAIL, Nome;2;0.00013;18;2904
001373;RPT001373;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\3\28\e8310af4-3083-4640-8af4-62275f6e6ed1\;a189a477-4457-4b08-8be3-d5a8c8b7b352.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;7535
001374;RPT001374;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\2\26\622ac5b3-53fb-4208-a423-b05704d2061a\;f8f97125-e0cc-4688-a2c1-52a9ec1113c0.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;8473
001375;RPT001375;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\8\26\e7e9379e-0da1-41d7-818a-71181ce0c8a3\;6ddfe4ec-4598-4161-9a40-7a7f7eab9187.1..pdf;Filiacao, IBAN, NIB, Data, DesignacaoCP, Nome;5;0.00033;10;8534
001376;RPT001376;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\3\30\ce8222c3-383a-4a3f-8bc0-1604dca305ab\;5f36fe58-93b3-41a9-b9f4-12764c9b70d5.1..pdf;;0;0.00000;0;5117
001377;RPT001377;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\8\16\2a54bdf9-9e39-4c4c-b079-9dd400b596b3\;2010_08_16_10_59_13.pdf;NIB, CPostal, NIF, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;24;14206
001378;RPT001378;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\12\18\194390cc-4078-4c4d-bbd0-a302edb92c58\;c0c11e1d-6a72-4dd4-9f65-9c01ff0cf228.pdf;Filiacao, CPostal, Data, DesignacaoCP, Nome;5;0.00017;10;319
001379;RPT001379;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\4\27\35ee2e7e-6119-4e39-afc8-788b31a9e357\;56a2cbe9-5180-4142-a531-46ee3f126363.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;7716
001380;RPT001380;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\9\1\4aba41fa-2a5e-401e-91c0-60a1492cd938\;10332200-9d06-4689-8862-ef84a91a98a1.1..pdf;;0;0.00000;0;8330
001381;RPT001381;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\12\23\fdc872b9-2c94-4337-a58e-c4882da5eb4f\;35ae90d2-585c-4199-bd24-a313c6cef18f.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1308
001382;RPT001382;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\2\25\94fd5858-af6d-41e4-abc4-349b6e4dc9eb\;58b03c85-3b20-455e-ac4b-55c782b16a0f.pdf;IBAN, Profissao, CPostal, Data, DesignacaoCP, Nome;4;0.00026;17;1423
001383;RPT001383;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\11\26\e41e85c1-91ae-4bc3-8c44-f337b129dd1f\;cbbd49b9-edce-456f-b262-47aed1190eed.pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1292
001384;RPT001384;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2012\9\3\9058f33d-a284-4f3c-94a9-b868c70cda6b\;2c151ebc-6795-4f86-a77b-cb39d7b800cd.pdf;Telefone, CPostal, Data, EMAIL, Nome;2;0.00013;12;8695
001385;RPT001385;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\11\13\d7bb7fd4-502f-4fe6-b5b3-046c6f67238f\;4f04ab72-41d6-4f9e-826e-b99c798b0094.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;1460
001386;RPT001386;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\2\24\50875023-7573-4ca8-ae4b-0df79962abd1\;a3bb2c74-9c6a-49b3-8353-86817eee5f86.1..pdf;;0;0.00000;0;5377
001387;RPT001387;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\12\21\d52a46e8-3619-4a9a-860a-89ab721508da\;8008f537-d646-4d1f-a2b0-10c519bb3397.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;7543
001388;RPT001388;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\11\7\c2367a85-bfe3-4e4f-bc94-223a6a3fcd55\;0d35f71f-56b3-40ad-90d0-30417169da43.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;7588
001389;RPT001389;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\8\8\18ccb776-2bab-48d0-b308-cc566ad8d9bb\;1fb2780a-497e-491d-98c1-00f00657e6ff.1..pdf;;0;0.00000;0;4032
001390;RPT001390;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\4\2\9935e14f-45b1-488d-bbe7-b5cd023b17e0\;5d2ab908-de0c-49f2-9c24-4bd13e8f26db.1..pdf;Filiacao, IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;18;8457
001391;RPT001391;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\3\19\d9c37c52-6657-47da-b4b4-45d84c94b696\;ef35d2cc-e0ca-4bf2-9529-12683a3c0f01.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;8653
001392;RPT001392;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\9\28\775014c5-1214-44b2-a76a-befa50da5dbf\;e5e9d7ac-8a3c-47dd-8a0c-54f1273b4e0f.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;27;1184
001393;RPT001393;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\1\20\eb03f874-5559-4f0b-bbc6-877304a5d69c\;0619e896-05ed-4a1a-8b91-a5ebdf503a83.1..pdf;;0;0.00000;0;1072
001394;RPT001394;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\1\17\9766ed61-10e9-45ff-9559-4425b00e0d32\;9f057244-e879-4153-af0c-4ee416dbb8bd.pdf;Filiacao, Profissao, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;5;0.00033;26;2371
001395;RPT001395;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\8\1\70a354a1-762e-4743-902e-bf201eb3ca75\;00575ccb-75d1-425e-97be-3964a30d8a7c.1..pdf;;0;0.00000;0;1563
001396;RPT001396;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\11\28\6fba0439-98ef-4260-94ba-79e64f1f586d\;44c5cca5-c62f-4918-80fb-4c53cfafe7aa.1..pdf;Filiacao, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;17;1333
001397;RPT001397;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\10\30\5eeaeef9-fa39-486b-beaf-fffa76a2f63d\;a9faa48f-3a58-4330-9376-fd1e1f132a78.1..pdf;;0;0.00000;0;7722
001398;RPT001398;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\3\8\d88dd376-1d04-4355-97e8-6a63865056e5\;d10b53c3-4e42-438d-be3b-76537620a466.1..pdf;;0;0.00000;0;2497
001399;RPT001399;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\5\13\54f75088-7073-4cb6-9d44-88abbaf6f3a8\;038b274b-c9da-4c27-95bb-9f170b81380d.1..pdf;Filiacao, CPostal, Data, DesignacaoCP, Nome;5;0.00033;9;1117
001400;RPT001400;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\11\2\c11bbec5-dc78-42da-9b8e-027e5e594bb4\;9f05867a-f58f-4dee-a4a8-c6592a136445.1..pdf;IBAN, NIB, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;9913
001401;RPT001401;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\3\7\f8f09ed3-8981-4e53-aed0-ece897b2cf9e\;7478767a-dff1-4d20-b617-abaa80286385.pdf;;0;0.00000;0;7308
001402;RPT001402;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\1\3\3f555064-f029-477e-81ca-2762e33da2a4\;33c94277-2ba8-4d79-bcff-408dc0205082.pdf;Morada, Data, DesignacaoCP, Nome;2;0.00013;11;6001
001403;RPT001403;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\5\5\ac6d4ea7-d873-4f01-b529-9d6d01225401\;2010_05_05_16_44_04.pdf;Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;15;4182
001404;RPT001404;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\9\4\b834b517-05fa-41a4-aa7e-b7b9d9796691\;8cd57b60-1acb-4912-85f7-ee96f0b74eae.1..pdf;;0;0.00000;0;5676
001405;RPT001405;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\4\8\a8480314-e3b7-40b9-904f-b68768958f20\;99e50e33-76b4-48d9-95fa-03d171ba1b42.1..pdf;Filiacao, Profissao, Morada, CPostal, Data, EMAIL, Nome;5;0.00033;31;7659
001406;RPT001406;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\9\22\ae379f6c-4577-436f-a702-d832e834e42a\;cfc8ec69-e629-46d8-a5ce-d5a2940405b3.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;30;1138
001407;RPT001407;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\2\18\0c7a6f3d-1dec-4195-8b08-9d2100a626cf\;2010_02_18_10_03_52.pdf;NIB, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;3377
001408;RPT001408;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2009\10\12\2d714de7-cec7-45d3-bbba-9ca000a97289\;2009_10_12_10_15_32.pdf;NIB, CPostal, Data, DesignacaoCP, Nome;4;0.00026;7;10447
001409;RPT001409;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\2\17\8eb0d848-6a58-4869-a761-fddb4c8618b1\;621b559f-a0fb-4034-a459-c95b0b3b3d4f.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;18;1399
001410;RPT001410;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\4\22\92f7ec85-870b-47f2-8e87-c3a0ff90a516\;fd32c7b3-6067-4eb3-abd0-884f260c94d6.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;3264
001411;RPT001411;xlsx;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\8\3\9871613e-d708-4705-b1e7-e937aa18e15b\;3347e7d1-2c67-41ed-836d-cd92a959cdd2.1..xlsx;Data, DesignacaoCP, Nome;2;0.00013;4;2324
001412;RPT001412;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2012\7\9\1579406d-f0e9-4fde-a1a5-50c3998b567d\;11160f7e-9c32-4732-952b-461bbc6ad184.pdf;NIB, Profissao, Telefone, CPostal, DesignacaoCP, Nome;4;0.00026;13;10590
001413;RPT001413;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\12\29\ace6383e-b053-417c-a237-664dc4778a04\;52c4b776-107c-4aec-9beb-1becbb32c6a4.1..pdf;IBAN, NIB, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;17;2000
001414;RPT001414;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2010\7\7\27bfbf01-526d-4b03-bd10-9dac00c5e146\;fax000000702_IRN.pdf;;0;0.00000;0;2409
001415;RPT001415;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\12\21\54f83fee-0a1b-4f99-8e7e-45c2cf69ea97\;977178ff-3152-4485-9ef0-cfcf804ab1d0.1..pdf;IBAN, NIB, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;15;3059
001416;RPT001416;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\1\10\96f99b40-ad22-49dd-a071-5afe65eba755\;7963c002-913f-4d7b-8235-0466ad67b0e5.pdf;EMAIL, Nome;2;0.00013;4;8681
001417;RPT001417;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\5\12\99826a6d-ea4a-485a-9bd3-297e24764d5e\;0a93800d-78fe-4c62-b0ee-4784cdd14003.1..pdf;IBAN, Profissao, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;22;6338
001418;RPT001418;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\5\29\0d1520e7-a691-4d52-b58d-59866ab2b89f\;355109da-58a3-45b0-8317-68016ad0c7dc.pdf;Profissao, EMAIL, Nome;2;0.00013;12;1089
001419;RPT001419;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\7\11\3b8bb0c8-cd5a-4cab-8d2a-345d22886a43\;3c673ac8-f489-4624-ad15-8fc001c5a348.1..pdf;Filiacao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;16;1356
001420;RPT001420;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\6\28\2f4bf7d6-a5d8-4c90-aea3-918e7c411720\;fa48719d-2339-4fa5-a414-2806e2a8eb11.1..pdf;Profissao, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;21;3558
001421;RPT001421;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\1\3\3c41302f-6b02-4f02-b8ec-333157bafe52\;82e706d6-5ef4-466c-86de-4b876ad5c15a.pdf;Filiacao, IBAN, Profissao, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;19;1333
001422;RPT001422;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\7\18\06eedb75-c627-4c55-9421-c98ea8cf1222\;6d5a5965-9679-4eec-87d1-b28262ba6d5c.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1309
001423;RPT001423;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\8\1\c299b72a-f2a2-4371-83e2-cf335cb44422\;aac5c522-2ee4-4f39-b0bf-3fe57f07df96.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;18;2373
001424;RPT001424;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\5\20\38b18f63-71e8-4f18-81bb-d5b6e4a87999\;90c91568-9649-43ff-a969-3c4f91146df4.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;7538
001425;RPT001425;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\5\26\8717aeab-4008-4430-ab12-eceb427a6862\;c16e6b44-496e-4981-b38e-4c56eb7052d8.pdf;;0;0.00000;0;2332
001426;RPT001426;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\12\22\7d3e028a-7a2d-4d41-b0d7-2a2a53b47aca\;1645249b-b070-48d1-be2f-d75370bda56b.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1313
001427;RPT001427;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\8\11\9b46fa7f-b5c0-411e-b34e-20a0ec1bfba0\;bf37beb8-626c-4791-b614-0a08a2760aba.1..pdf;;0;0.00000;0;3637
001428;RPT001428;xls;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\5\29\14f67899-37c7-4a0b-a1d4-e110c7380c31\;a70e91eb-aea9-49ff-aa6b-131695d0bcca.xls;Profissao, DesignacaoCP, Nome;2;0.00013;7;2967
001429;RPT001429;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\5\25\d61be366-0490-456b-9838-52e183b90eae\;e235d2e3-49ee-4164-8aa7-8b12a2c898bd.1..pdf;;0;0.00000;0;852
001430;RPT001430;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\5\17\ab6b6a4d-b6c6-4b15-8302-4932bb2bb067\;5e4422c7-0916-4a6f-8a1e-861728864fa4.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;17;2374
001431;RPT001431;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\12\20\56d72a0c-fc37-4a02-8f50-1b11288458c5\;99c14f84-c4d0-4703-a800-690301ec75a6.1..pdf;CPostal, Data, Nome;2;0.00013;14;1161
001432;RPT001432;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\6\30\ec86274f-0fa1-4800-9c41-a4a2ae6f1429\;fe19ecc1-c662-43bc-b1f5-448e38730285.pdf;;0;0.00000;0;6831
001433;RPT001433;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\4\1\d28ae9ab-88d9-4a00-b518-493c4db9b347\;2d15c6bc-d0a7-4569-960d-451a96ddfdae.1..pdf;IBAN, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;2148
001434;RPT001434;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\7\15\d04d6887-9a22-4081-9bf7-51c7821f150f\;ea18c572-00b6-4948-9506-087c38b2f483.1..pdf;;0;0.00000;0;1083
001435;RPT001435;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\4\23\f5632766-f3fe-42e1-9572-e5d4ce714893\;ef9594e0-109e-43b4-9ff3-6164562d7b8a.1..pdf;;0;0.00000;0;3186
001436;RPT001436;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\1\28\457e5870-3018-4d20-be66-341ff55dbe3f\;7a033bbd-aeff-4107-ae72-30315920b65a.pdf;;0;0.00000;0;22156
001437;RPT001437;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\7\8\6c58f455-2f2c-4fba-b6e8-e9b80cf9cd2f\;cb5fe2e1-2fa9-4699-aa6e-801f9a374277.1..pdf;Filiacao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;14;1416
001438;RPT001438;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\7\23\c94cabc4-2b70-4dcd-94fa-234dc053dd1e\;3cec3447-c146-4156-b611-e5709ddb8555.1..pdf;;0;0.00000;0;32554
001439;RPT001439;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\7\5\d8b6975e-37f9-45ba-ac8a-e8867ba7afa7\;2e5c9128-b8f0-48da-8fd9-eb45fa62af36.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;8444
001440;RPT001440;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\12\13\0db3b53c-6505-475c-ab05-ebb3d4ca6a19\;bac0b35d-2d8a-4232-a8c5-58d17ce66806.pdf;;0;0.00000;0;6762
001441;RPT001441;xlsx;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\1\2\6274fdc6-bf2d-4a5a-9db4-21b0236a692d\;dad91376-32aa-4f19-a31d-0d424b81650d.1..xlsx;DesignacaoCP, Nome;2;0.00013;3;2458
001442;RPT001442;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2016\5\30\a5df7134-541c-4879-809b-3f6854f870df\;99dbca8a-41f3-4ecf-bf28-9eb250152910.1..pdf;Morada, CPostal, Data, EMAIL, Nome;2;0.00013;18;7680
001443;RPT001443;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\10\9\d018beb3-f96b-404d-b246-d67d5fe41671\;a094f9d6-c1ca-4f91-8131-ea418abb32d3.1..pdf;;0;0.00000;0;10375
001444;RPT001444;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\7\25\25e008fa-bdd1-49ed-8c24-71af4fbc1488\;5d471e5c-476a-4aab-81a7-00348aa599a5.1..pdf;Profissao, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;13;3350
001445;RPT001445;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\3\8\6d02ddc1-5fd8-49cf-ad2d-d95f19a92183\;ab5e6ca6-2b9a-4dd8-99fc-85c3f98503c3.1..pdf;;0;0.00000;0;3048
001446;RPT001446;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2013\12\20\75578325-a97b-4b70-ab89-bc20f66bb475\;b9e03312-674f-448a-af43-1aee954538b9.pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;2144
001447;RPT001447;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\8\13\eab75d79-f4fb-4a2d-b48a-f70d59256ecd\;43d706f5-3859-46fd-9940-1155ee6c0ac0.1..pdf;;0;0.00000;0;5040
001448;RPT001448;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\8\14\d4f89abd-7fe3-40b2-aaf5-46e9f99bddfa\;8a68bc29-0f9f-43e0-a56c-63c3c09d0f0e.1..pdf;;0;0.00000;0;928
001449;RPT001449;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2017\4\4\fcde3176-9c33-4066-a2e1-315f6ec035bd\;97981aee-0590-4e9c-8d54-f81e3778f8d4.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;29;1180
001450;RPT001450;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\5\14\04364df9-3ff4-4f57-adb6-56ecd167dff5\;9fa5ceec-9d1c-4915-937a-333233516661.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1412
001451;RPT001451;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\10\30\bdc7306e-e5bc-4d43-bd32-1a675596cff4\;64bcf0d2-3a3d-49c4-99e4-513744b446ea.1..pdf;;0;0.00000;0;2677
001452;RPT001452;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\3\1\74544eb3-67bb-47fa-8da3-e1d006372d6c\;a1d72aa7-cbf6-42ac-bdaa-b0023522f259.1..pdf;IBAN, NIB, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;2043
001453;RPT001453;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\1\23\806f572a-954c-4be9-a3e7-b79fcf73d829\;4d220c30-a770-4adb-bcf2-6db914d7f29f.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;2863
001454;RPT001454;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2015\7\15\610f02bf-2ad5-49d3-b5f7-d5454dfbd1ea\;f24138ff-ea76-4b9b-9172-b4d46926a7b7.1..pdf;;0;0.00000;0;2411
001455;RPT001455;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\6\2\6fd290d8-0613-4044-8a2d-28cd54b28e45\;3ce0a998-4644-4fe0-bfaf-40915b24ceab.pdf;;0;0.00000;0;5769
001456;RPT001456;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2018\4\20\f062a041-b8bb-48bd-9d2b-375a0a2d1e19\;abd78e0f-68aa-4839-b3d4-678cf5473ba8.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;8435
001457;RPT001457;pdf;\\psedoclink01.aitec.pt\D$\edoclink\instances\edoc\Store01\2014\5\21\96d53d49-31ce-4e7f-af9f-b9c62d749d75\;f2871acc-91c0-45df-b74c-0060f19c5acb.pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;20;1544
