Key;Label;Caminho;Path;File;EntityType;Risk;RiskDensity;EntityNr;SizeDocument
706;RPT000706;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;SAR ESTEVES_dagi.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1885
707;RPT000707;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\STI 1º E 2º SEMESTRE\;CAB FERNANDES.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1941
708;RPT000708;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\NOTAS AVALIAÇÕES DITIC\Avaliações 2012\;Nota_Avaliações Nº 76 ALBUQUERQUE DIAS.dotx.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;780
709;RPT000709;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;GUIA UAICM_FRIAS SERRA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1949
710;RPT000710;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\avaliações 2012\;NOTA Nº 14 DAGI -AVALIAÇÕES.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;20;773
711;RPT000711;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2015\SIADAP 2015\;Cópia de nota DITIC_SSTI_2015_siadap_01.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;8;779
712;RPT000712;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\CFR A .LOMBA\;1TEN P. PARDELHA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;19;14921
713;RPT000713;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\DITIC 1º _2º SEMESTRE\;caseiro.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1909
714;RPT000714;pdf;C:\Users\m12003091\Desktop\carimbos\;DITIC.pdf;Nome;1;0,00013;2;15103
715;RPT000715;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\MSG\;rui deus _dagi.docx;Profissao, Data, Nome;2;0,00013;7;272
716;RPT000716;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\NOTAS AVALIAÇÕES DITIC\;nota nº    avaliações priodicas.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;18;792
717;RPT000717;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\Guias cefa\;vieira_dagi.xlsx;Data, Nome, DesignacaoCP;2;0,00025;9;1901
718;RPT000718;xls;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\PESSOAL\;OLIVEIRA.xls;Profissao, Nome, DesignacaoCP;2;0,00025;17;2413
719;RPT000719;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;POCIANO FILIPE.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1912
720;RPT000720;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\Guias cefa\;MODELO.xlsx;Nome, DesignacaoCP;2;0,00025;12;1900
721;RPT000721;pdf;C:\Users\m12003091\Desktop\tania\BOLSA 2017\;Digitalizado de DITIC-PRT-SSHARE.pdf;;0;0;0;724
722;RPT000722;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFS 1 SEMESTRE 2012\NOTAS Á DSF (DITIC)\;NOTA Nº160.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;19;813
723;RPT000723;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;NETO RIBEIRO.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;7;1864
724;RPT000724;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;guia uaicm - BATISTA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1942
725;RPT000725;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias cefa\;DAGI CORRESPONDENTE AO 1 SEMESTRE.xlsx;Nome, DesignacaoCP;2;0,00025;14;1903
726;RPT000726;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;ALVES ESTRADA_1TEN.xlsx;Nome, DesignacaoCP;2;0,00025;11;1917
727;RPT000727;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\SSTI\CFR F. MARTINS\;CAB M MOREIRA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;20;14991
728;RPT000728;doc;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\Avaliações Civis 2013\AVALIAÇÕES CIVIS SIADAP\;anexo II - ficha de avaliação trabalhadores_2010.doc;Filiacao, Profissao, Data, Nome, DesignacaoCP;5;0,00064;14;2646
729;RPT000729;pdf;C:\Users\m12003091\AppData\Roaming\Adobe\Acrobat\9.0\Stamps\;interno STI.pdf;Nome;1;0,00013;1;12496
730;RPT000730;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\1TEN P. PARDELHA\;1SAR L FERREIRA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;20;14988
731;RPT000731;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX.MÉDICOS 2015\;esp.inf moreiras_2015.xlsx;Nome, DesignacaoCP;2;0,00025;8;1934
732;RPT000732;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\SSTI\CALM\;CFR ARAUJO LOMBA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;15;14882
733;RPT000733;pdf;C:\Users\M12003091_old\AppData\Local\Microsoft\Windows\INetCache\IE\QEQWX9BC\;DOC_FCAND_PDR2020-811-023085_2.pdf;Filiacao, Profissao, Telefone, Genero, CPostal, NIF, Data, EMAIL, Nome, DesignacaoCP;5;0,00064;45;3674
734;RPT000734;xls;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\PESSOAL\;SCH RODRIGUES.xls;Profissao, Nome, DesignacaoCP;2;0,00025;17;2866
735;RPT000735;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\NOTA DSF\;DAGI_Pacheco,.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;15;841
736;RPT000736;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;COSTA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;12;1905
737;RPT000737;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\;MAPA 2º SEMESTRE_2013.xlsx;Profissao, Data, Nome;2;0,00013;179;440
738;RPT000738;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DAGI\;GUIA _RAMOS PEDRO 19 fevereiro.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;13;1923
739;RPT000739;pdf;C:\Users\M12003091_old\SkyDrive\;S-071-DITIC.pdf;;0;0;0;2280
740;RPT000740;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX.MÉDICOS 2015\;Ass. tec rdtel gonçalves martins_2015.xlsx;Nome, DesignacaoCP;2;0,00025;7;1910
741;RPT000741;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\Avaliações Civis 2013\;NOTA DITIC_nº371_avaliaçoes.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;26;781
742;RPT000742;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;guia promoção  caseiro.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1929
743;RPT000743;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\NOTA DSF\;_resutado PAFs_ditic.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;14;843
744;RPT000744;pdf;C:\Users\M12003091_old\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\L0W0XCUT\;Rel_Ext_FM_DITIC - Nota_77_24FEV17 (2).pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, EMAIL, Nome;5;0,00064;61;10893
745;RPT000745;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\promoçoes\;santos forte.xlsx;Nome, DesignacaoCP;2;0,00025;10;1824
746;RPT000746;pdf;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;55839_pcs temporário_jul2018 (00000002).pdf;DesignacaoCP;1;0,00013;1;9654
747;RPT000747;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;guia_uaicm pereira da silva.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;13;1958
748;RPT000748;docx;C:\Users\m12003091\Desktop\;NOTA__mobilidade_carreira AO_ATA Isabel Gonçalves.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00025;24;1378
749;RPT000749;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;1TEN _PESO.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1909
750;RPT000750;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;pereira de oliveira.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;12;1919
751;RPT000751;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\CDIACM\;nota nº    ARQUIVO CENTRAL DA MARINHA_.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;14;819
752;RPT000752;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\;QUARELA ALEXANDRE.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1923
753;RPT000753;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS CEFA\;Riachos_saj eti.xlsx;Data, Nome, DesignacaoCP;2;0,00025;8;1945
754;RPT000754;pdf;C:\Users\m12003091\Desktop\tania\BOLSA 2017\;comprovativo.pdf;;0;0;0;1438
755;RPT000755;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;duarte Pedro.xlsx;Nome, DesignacaoCP;2;0,00025;8;1951
756;RPT000756;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\Guias cefa\;santos.xlsx;Data, Nome, DesignacaoCP;2;0,00025;11;1892
757;RPT000757;docx;C:\Users\m12003091\Desktop\DIVERSOS\;prazeres.docx;Filiacao, Profissao, Nome;5;0,00032;9;925
758;RPT000758;pdf;C:\Users\m12003091\AppData\Roaming\Adobe\Acrobat\9.0\Stamps\;distribuicao.pdf;Nome;1;0,00013;1;1642
759;RPT000759;pdf;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;image1 (002).pdf;;0;0;0;5307
760;RPT000760;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\;Report PAF-1º SEMESTRE 2013 - 2MAI.xlsx;Profissao, Data, DesignacaoCP, Nome;2;0,00013;278;626
761;RPT000761;docx;C:\Users\m12003091\Desktop\DIVERSOS\MINUTAS\;Minuta_Oficio_declaração _ DITIC.docx;CPostal, Nome, DesignacaoCP;2;0,00025;12;1005
762;RPT000762;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\Avaliações Civis 2013\;NOTA DAGI_ Nº 371.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;10;768
763;RPT000763;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\DITIC 1º _2º SEMESTRE\;ALBUQUERQUE.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;7;1914
764;RPT000764;xlsx;C:\Users\m12003091\Desktop\;Cópia de Folha de inscrições PASSADIÇO 2018 - 2.xlsx;Profissao, NIF, Data, Nome, DesignacaoCP;4;0,00026;102;290
765;RPT000765;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX. MÉDICO 2014\;esp.inf_CRISTINA ACENSO.xlsx;Nome, DesignacaoCP;2;0,00025;8;1942
766;RPT000766;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\STI 1º E 2º SEMESTRE\;CAB almeida costa.xlsx;Profissao, Data, Nome, DesignacaoCP;2;0,00025;12;1937
767;RPT000767;pdf;C:\Users\m12003091\Desktop\tania\BOLSA 2017\;recibo do multibanco.pdf;;0;0;0;570
768;RPT000768;xlsx;C:\Users\m12003091\Desktop\formação\Formação£estágios\2018-2019\;Cópia de Dia do Estagiário- Confirmações.xlsx;Nome;1;0,00006;122;252
769;RPT000769;xls;C:\Users\m12003091\Desktop\formação\PAFN\PAFN2016\;150331_PMO_STI_-_PAFN2016_V0(ISABEL).xls;Filiacao, Habilitacao, Profissao, EMAIL, Nome;5;0,00064;14;1879
770;RPT000770;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\MSG\;estagiáros da escola bento jesus caraça_msg.docx;Data, EMAIL, Nome;2;0,00013;9;259
771;RPT000771;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\CIVIS_MEDICINA DO TRABALHO\GUIAS MÉDICO\EX.MÉDICOS 2015\;ilda lourenço_consulta 2015.xlsx;Nome, DesignacaoCP;2;0,00025;8;1938
772;RPT000772;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\;Report PAF-1º SEMESTRE 2013 - 2junho13.xlsx;Profissao, Data, DesignacaoCP, Nome;2;0,00013;269;635
773;RPT000773;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\Notas\;NOTA Nº  DAGI_PAfs 2º SEMESTRE carvalho soares.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;15;819
774;RPT000774;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;guia_gomes venâncio.xlsx;Profissao, Data, Nome, DesignacaoCP;2;0,00025;13;1909
775;RPT000775;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\CEFA\;GUIA 129 CEFA_TOMÉ MENDES 27ABR13.xlsx;Data, Nome, DesignacaoCP;2;0,00025;9;1955
776;RPT000776;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\MSG\;ditic _cefa_GONÇALVES FERREIRA.docx;Profissao, Nome;2;0,00013;2;264
777;RPT000777;xls;C:\Users\m12003091\Desktop\formação\PAFM II\PAFM II _ 2015\FEVEREIRO\;10452_pafm_fevereiro2015_ditic.xls;Profissao, Nome;2;0,00025;5;1772
778;RPT000778;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2016\;nota nº  sti -.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;18;744
779;RPT000779;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DAGI\;guia cefa _SOFIA ALVES05MAIO.xlsx;Data, Nome, DesignacaoCP;2;0,00025;11;1956
780;RPT000780;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\Avaliações Militares_2014\;~$aliação por destacamento do avaliado_Pires.docx;;0;0;0;3
781;RPT000781;pdf;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;27 a 31AGO18 CTEN Nunes de Miranda assinada.pdf;Morada, CPostal, Nome, DesignacaoCP;2;0,00025;20;2124
782;RPT000782;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;CMG _ MOITA RODRIGUES.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1896
783;RPT000783;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\MSG\;TERESA GAMA _msg.docx;Profissao, Data, Nome, DesignacaoCP;2;0,00013;4;259
784;RPT000784;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\CEFA\;GUIA 129 CEFA_inês caçador04jun.xlsx;Profissao, Data, Nome, DesignacaoCP;2;0,00025;10;1900
785;RPT000785;pdf;C:\Users\m12003091\AppData\Local\Microsoft\Windows\INetCache\Content.Outlook\9BSKP2DF\;Proposta licença_Torres (00000002).pdf;;0;0;0;6006
786;RPT000786;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DAGI 2013\;nota nº 24 av desc-cab-Prazeres.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;16;777
787;RPT000787;pdf;C:\Users\m12003091\AppData\Roaming\Adobe\Acrobat\9.0\Stamps\;interno DITIC.pdf;Nome;1;0,00013;1;12384
788;RPT000788;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\promoçoes\;guia promoção _Inês vieira_dagi.xlsx;Nome, DesignacaoCP;2;0,00025;7;1931
789;RPT000789;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\NOTAS AVALIAÇÕES CDIACM\CDIACM_MILITARES_CIVIS_2013\;Nota nº 14 avaliações cdiacm_2013.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;13;738
790;RPT000790;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;1TEN _QUARESMA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1866
791;RPT000791;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\9.0\Stamps\;GERAL.pdf;;0;0;0;1915
792;RPT000792;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;1SAR E NEVES DA SILVA.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1921
793;RPT000793;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\Notas\;nota nº2 superintendencia _Ramos_pafs.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;19;835
794;RPT000794;doc;C:\Users\m12003091\Desktop\Arquivo 2018 DITIC\CAIXA02-atualizado 26 jan\;Guia de remessa - CAIXA 1-2018-4.doc;Profissao, Data, Nome;2;0,00025;9;2496
795;RPT000795;xls;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\PESSOAL\;2TEN TSN MORÃO SALVADOR - Cópia.xls;Profissao, Nome, DesignacaoCP;2;0,00025;14;2520
796;RPT000796;pdf;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES 2014\DITIC\1 TEN B. REBOLA\;SCH ETC S. SILVA.pdf;Profissao, Nome, DesignacaoCP;2;0,00025;20;14960
797;RPT000797;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\NOTA DSF\;MENDES SIMOES, T.GAMA,CAPELA.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;13;792
798;RPT000798;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\NOTAS AVALIAÇÕES DAGI\AVALIAÇÕES 2013\;NOTA Nº63 GUMARÃES.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;16;783
799;RPT000799;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DITIC\UAICM\;1SAR C sousa olimpio_DITIC.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;11;1928
800;RPT000800;pdf;C:\Users\m12003091\Desktop\DIVERSOS\LIVRO DE INTEGRAÇÃO\;PCA 15_ Anexo A.pdf;Profissao, Nome;2;0,00025;5;2847
801;RPT000801;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;MARTINS DOS SANTOS.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;8;1877
802;RPT000802;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS AO CEFA\;2 TEN PAULA SIMÕES _DAGI_ GUIA CEFA.xlsx;Nome, DesignacaoCP;2;0,00025;7;1953
803;RPT000803;docx;C:\Users\m12003091\Desktop\formação\Formação£estágios\2016\;Minuta Protocolo_daniela.docx;Habilitacao, Profissao, Morada, CPostal, Nome;2;0,00025;21;1106
804;RPT000804;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;almeida costa.xlsx;Profissao, Data, Nome, DesignacaoCP;2;0,00025;12;1909
805;RPT000805;docx;C:\Users\m12003091\Desktop\Livro de integração 2011_DAGI\;capa_livro_integração-2010.docx;DesignacaoCP, Nome;2;0,00025;2;7554
806;RPT000806;xlsx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\PESSOAL\;LISTA DO pESSOAL CIVIL.xlsx;Nome;1;0,00006;148;237
807;RPT000807;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES\AVALIAÇÕES MILITARES\NOTAS AVALIAÇÕES SSTI\;nota lurdes_ssti.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;15;771
808;RPT000808;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;AUGUSTO GOMES _CDIACM.xlsx;Nome, DesignacaoCP;2;0,00025;10;1907
809;RPT000809;docx;C:\Users\m12003091\Desktop\formação\ESTAGIOS N_REMUNERADOS\certificados estagios\;Modelo de Certificado de Frequência de Estágio.docx;Habilitacao, Data, Nome, DesignacaoCP;2;0,00025;14;1159
810;RPT000810;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\Preflight Acrobat 9\OutputIntent\;CoatedFOGRA39.pdf;;0;0;0;11278
811;RPT000811;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\SSTI 2013\;Nota nº  avaliações por destacamento do 1º avaliador28 jun n2013.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;42;800
812;RPT000812;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs2015\GUIAS MÉDICO\DITIC 1º _2º SEMESTRE\;cabrita branco.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;10;1884
813;RPT000813;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\Avaliações Civis 2013\;NOTA DAGI_DEVOLUÇÃO DAS FICHAS.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;14;765
814;RPT000814;docx;C:\Users\m12003091\Desktop\AVALIAÇÕES\AVALIAÇÕES _2012_2013\AVALIAÇÕES\Avaliações 2013\DITIC 2013\;NOTA Nº 41 AVALIAÇÕES DITIC.docx;Profissao, Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;15;777
815;RPT000815;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\MSG\;MODELO MSG.docx;Profissao, Nome;2;0,00013;5;255
816;RPT000816;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\Preflight Acrobat 9\Inventory\;RGB_Sample_Image.pdf;;0;0;0;2908
817;RPT000817;docx;C:\Users\m12003091\Desktop\tania\rodrigo viagem\;Tiago Jorge T.docx;Nome;1;0,00006;4;486
818;RPT000818;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;VALENTIM _CDIACM.xlsx;Nome, DesignacaoCP;2;0,00025;9;1889
819;RPT000819;xlsx;C:\Users\m12003091\Desktop\;CONTROLO DE AVALIÇÕES.xlsx;Profissao, Data, Nome;2;0,00013;179;322
820;RPT000820;pdf;C:\Users\M12003091_old\AppData\Roaming\Adobe\Acrobat\Preflight Acrobat 9\OutputIntent\;JapanColor2001Coated.pdf;;0;0;0;8668
821;RPT000821;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\2º semestre\guias médico\;SILVA BRITO.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1926
822;RPT000822;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2014\1º semestre\GUIAS UAICM\;2ten catarina neto ribeiro.xlsx;Profissao, Nome, DesignacaoCP;2;0,00025;7;1891
823;RPT000823;pdf;C:\Users\m12003091\Desktop\tania\;e-mail de reclamação.pdf;;0;0;0;3652
824;RPT000824;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\NOTAS DAGI\;nota nº 37DAGI_13.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;21;807
825;RPT000825;pdf;C:\Users\m12003091\Desktop\PASTA LIMA\;FATURA.pdf;;0;0;0;2814
826;RPT000826;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\1º SEMESTRE\GUIAS DAGI\;GUIA CEFA _ MONTEIRO.xlsx;Data, Nome, DesignacaoCP;2;0,00025;12;1924
827;RPT000827;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFs 2º SEMESTRE 2012\NOTAS\DITIC\;NOTA  Nº  292 DITIC.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;27;817
828;RPT000828;docx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2012_\PAFS 1 SEMESTRE 2012\MSG PAFs2012\;HORA DE DEPÓSITO.docx;Profissao, Nome, DesignacaoCP;2;0,00025;9;1258
829;RPT000829;xlsx;C:\Users\m12003091\Desktop\PASTA PAFs\PAFs 2013\2º SEMESTRE\GUIAS UAICM\;FERNANDES NETO.xlsx;Nome, DesignacaoCP;2;0,00025;8;1964
830;RPT000830;doc;C:\Users\m12003091\Desktop\formação\Formação£estágios\2018\;Plano Anual Estágios Marinha 2017-18.doc;Profissao, Nome;2;0,00025;9;1930
