Key;Label;�rea Neg�cio;Pasta;Ficheiro;Tipo de Dado;Clas. Risco;Densidade Risco;Nr Dados;Tamanho Documento
1728;RPT001728;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\10\cd23515e-4dbb-48d7-8f2a-4b38c2b21a1a\;fb3dd46a-570d-4b23-a1a4-b6758f758147.1..pdf;;0;0.00000;0;2823
1729;RPT001729;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\2\28\08738595-8e5d-484a-bdb4-cf0f18d1ce51\;8b13e226-d71c-4f6a-9c2e-11c526b489b2.1..pdf;;0;0.00000;0;3022
1730;RPT001730;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\1\8\08469c63-e488-418b-884c-a57de5308549\;71bcd11b-9a2c-48eb-a821-d1f922e70e76.1..pdf;IBAN, Habilitacao, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;15;2350
1731;RPT001731;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\10\1\0230e094-ed7f-43ba-9594-e0df9888beed\;def663e4-6a85-43cd-b68e-db601a891106.1..pdf;IBAN, Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;18;16808
1732;RPT001732;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\4\19\0db05dd0-564a-456a-b4d2-05f74c17b012\;c860beb7-cf0b-4a25-9138-83ae7c950c8e.pdf;IBAN, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;1300
1733;RPT001733;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\4\29\ef068849-a518-4f60-9560-9d6700c94b50\;2010_04_29_12_08_47.pdf;Telefone, CPostal, Data, Nome;2;0.00013;8;7151
1734;RPT001734;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\7\5\c7bbacb0-e9ed-4061-9b09-facf44e70f2e\;259972b2-bafd-40d4-a11d-789edce00f1e.pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1340
1735;RPT001735;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\11\7\6fc400ea-b0c5-4e5c-b70b-114f333c3cb4\;cc822404-b0cb-44d4-ac19-b4860b88c3d9.1..pdf;;0;0.00000;0;1107
1736;RPT001736;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\5\28\227dbe32-57d9-448b-84da-c25d2ac6536e\;a03bae9d-1937-41c6-96ad-3e6448a8b317.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;29;1147
1737;RPT001737;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\5\18\e2565741-4bac-43a1-aed3-65fe1de82801\;7d720577-9d6e-4a2c-8239-da3f26a36d81.1..pdf;;0;0.00000;0;2536
1738;RPT001738;Actividade Comercial;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\11\3\f7b2a74d-6e8e-4b2e-a6fe-d0153fe407a3\;9d8eda55-cfff-4b29-aac8-f6f17f12e447.1..pdf;;0;0.00000;0;10331
1739;RPT001739;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\5\15\2c4576cd-fc4f-4ef8-8ee5-797cb35b4a03\;2a31a1e8-4e21-41e8-83aa-bf89db7528c3.pdf;;0;0.00000;0;1960
1740;RPT001740;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2011\10\25\c3f64a1f-4235-413f-848a-8578b9fc2459\;f3c2d994-5b1f-4175-905d-d878515a56e4.pdf;Profissao, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0.00013;13;8091
1741;RPT001741;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\1\13\d6e6d6f5-b88d-4d10-8553-9cfd00cbd849\;fax000000022 (2).pdf;;0;0.00000;0;6329
1742;RPT001742;Administração;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\1\15\dd8b9c74-b468-4e85-a88d-3007eac5c523\;f5e16329-b0a1-49b5-805e-4681a48209cd.pdf;;0;0.00000;0;8113
1743;RPT001743;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\5\3\16f745f4-bc7d-4df6-91fa-7f6f155dec83\;3cacb815-1208-4868-b8d3-53ca92f33d44.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;17;2058
1744;RPT001744;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\4\27\3466f10b-de75-4873-be14-99ba1c94204d\;1805c213-c874-4218-97ca-5fb364758c47.1..pdf;;0;0.00000;0;1299
1745;RPT001745;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\5\9\e9f0eafa-c791-4869-a4e8-c48fbb7f904f\;740a2131-8a5e-4d5e-bb8f-8f64e2921d26.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;27;1145
1746;RPT001746;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\2\20\03ba0393-4198-4b6d-bbd0-5c91651b672a\;27802669-15d3-4bea-8b1b-4716b123386d.1..pdf;;0;0.00000;0;4532
1747;RPT001747;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\7\12\43a5694f-7c27-411e-980f-187bcb31317c\;088f9605-033e-4f0a-b85b-30270c075491.1..xlsx;DesignacaoCP, Nome;2;0.00013;3;1916
1748;RPT001748;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\10\7\de30db4f-0feb-4e4a-8539-7f7b5ec662a0\;9e8c3e2d-3a0e-466d-970a-71c6f7f8907f.1..xls;DesignacaoCP, Nome;2;0.00013;2;2431
1749;RPT001749;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\12\18\6af351fb-d174-4988-9d67-9ce300b6dd31\;2009_12_18_11_02_10.pdf;Profissao, Telefone, CPostal, Data, DesignacaoCP, Nome;2;0.00013;23;60835
1750;RPT001750;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\3\9\6a379e7d-aeb4-4bdb-bcb8-be7ae870ff6f\;5a23be10-bbda-48d5-9ec7-0e85e5ae7349.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;28;1150
1751;RPT001751;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\1\21\593d6bdd-e3df-4c55-a6c2-519167bc12f9\;7dfde955-c40f-4f2c-906d-565903d187e5.pdf;IBAN, Profissao, CPostal, Data, DesignacaoCP, Nome;4;0.00026;14;1358
1752;RPT001752;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\12\11\6db9b39d-8a7e-40dd-a239-2096c2c1ae0e\;40dfaf69-4c52-4feb-820e-325255032533.pdf;;0;0.00000;0;4987
1753;RPT001753;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\2\22\ae7df0d3-a710-43e8-8dee-9d2500ce8134\;2010_02_22_12_30_18.pdf;CPostal, Nome;2;0.00013;8;11348
1754;RPT001754;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\12\24\59acfd2a-f456-4a20-9e99-6420cf1e7e43\;2f885194-968c-4580-afb7-0b8c3943a241.pdf;;0;0.00000;0;2059
1755;RPT001755;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\8\10\7e6ee8c5-5ec2-4aae-9181-23b0ca28ead3\;41e35b55-2cc7-43eb-8b4c-cd9fbfc48531.1..pdf;Filiacao, IBAN, NIB, CPostal, Data, DesignacaoCP, Nome;5;0.00033;10;8922
1756;RPT001756;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\8\13\45f3288a-3217-4648-bb43-8122ee53d7bd\;a6784294-dae9-4146-a84f-46c6b55530bc.pdf;;0;0.00000;0;11676
1757;RPT001757;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\7\6\a12e3f86-80a6-4622-92db-e33d1f204f32\;1e3decd6-da34-4613-9f2b-f31b5ba65ce7.1..pdf;;0;0.00000;0;734
1758;RPT001758;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\8\7\6d8a5c1b-e81a-4083-86ef-b5e1cb4208cd\;ae321e60-1c5e-4111-9d20-af89d794e11f.1..pdf;;0;0.00000;0;5025
1759;RPT001759;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\8\3\67b54ca2-0b66-457c-8015-23cf7073e310\;3f5fd0d3-eb06-4de0-851d-0400756a930c.1..pdf;;0;0.00000;0;2469
1760;RPT001760;Apoio – CIM;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\7\7\2ce6114a-ceb1-4510-b850-b0da77bc582e\;4ad2b649-fd12-492e-a95e-f0c7fd9be23c.1..pdf;;0;0.00000;0;2200
1761;RPT001761;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\5\20\6d508923-578a-42e8-84cb-7b02843423a4\;4e8f4b72-2d47-41bd-a3ec-bf279687786c.pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;15;2335
1762;RPT001762;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\10\9\31db115d-23cf-4234-84cd-9a39b131f0bb\;63cde2fe-5f4f-4de4-9cf5-656fd98e30b0.1..pdf;IBAN, NIB, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;18;2052
1763;RPT001763;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\9\5\d5266281-7abd-403e-9d4e-a763721db3d4\;9a2f068a-cd5f-4b0a-b7c1-ed34e9e997ff.1..pdf;Morada, CPostal, EMAIL, Nome;2;0.00013;19;4362
1764;RPT001764;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\11\15\27bb403f-f19c-4e19-992d-31a21ee10181\;1c4f7a3b-5d8c-4d01-8c23-82058963a2db.1..pdf;IBAN, Morada, CPostal, Data, Nome;4;0.00026;14;7609
1765;RPT001765;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\7\14\b3ad3c95-3b21-46b6-9a13-2648b056e3dd\;a034f8d7-e016-4cfa-86b3-39f1125dd989.1..pdf;CPostal, EMAIL, Nome;2;0.00013;14;1097
1766;RPT001766;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\7\14\4009a9d1-64a0-4d51-bb96-57b5806e1fe2\;5742b370-9e2e-4563-9eff-53e2d49a5c7b.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;1330
1767;RPT001767;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\11\24\1ca84d5c-b55d-47c9-8156-f1c34ddd4c06\;03b5f1c5-7924-45f8-86c4-3a646407325b.1..pdf;IBAN, NIB, Morada, CPostal, NIF, Data, DesignacaoCP, Nome;4;0.00026;24;3134
1768;RPT001768;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\1\3\2b855a49-2fec-469d-b92b-0fa534a0e154\;669c4409-ffc0-48e1-8697-19f0aef61103.pdf;;0;0.00000;0;4086
1769;RPT001769;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\9\30\244272d4-e923-4558-a625-f7a46d5e95ad\;80f5ee44-f33b-4731-bd2d-0cc7d69336b2.1..pdf;Morada, CPostal, EMAIL, Nome;2;0.00013;16;4856
1770;RPT001770;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2012\3\15\8b92cafa-249f-4d05-ab05-3af2741a9901\;cc537ad1-cf9b-4f51-bfc1-e153a759eb14.pdf;NIB, Profissao, Telefone, CPostal, DesignacaoCP, Nome;4;0.00026;11;10754
1771;RPT001771;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\1\19\e826f495-92b6-465e-b5c2-9d0300d631cc\;2010_01_19_12_58_56.pdf;NIB, Profissao, Telefone, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;3612
1772;RPT001772;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2011\11\9\a9b6b276-9f30-4258-9272-1f8ccdb84287\;ddf02cb1-1680-4952-a9ed-ef55cc48c1ef.pdf;Telefone, CPostal, NIF, EMAIL, Nome;4;0.00026;10;5095
1773;RPT001773;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\12\4\bf89f733-91ce-43ba-9de0-e6f1d324142e\;d1dca190-f8e6-4b30-8ce0-4de09d352d01.pdf;Filiacao, CPostal, Data, DesignacaoCP, Nome;5;0.00033;11;1255
1774;RPT001774;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\7\29\f97a2ed5-4194-4c0b-aafe-8ddb3ccb22a5\;812a501b-e8cd-4554-bd51-2a0d7329c906.pdf;IBAN, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;14;1291
1775;RPT001775;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\7\6\74537ffe-1bd2-4342-8013-f4a4309cb8e7\;173055b8-325a-4908-b19d-45280f8bdeb0.1..pdf;;0;0.00000;0;19739
1776;RPT001776;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\11\10\75788319-7518-44d6-9c1c-571e1e358ff2\;b869d3e9-2d2e-49ae-9320-61f5186c0409.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;27;1115
1777;RPT001777;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\7\14\4f616ab6-de3c-48e3-895a-e17ac1b2f9d7\;7b4d591d-ce8e-420b-8cdc-1fa996c76714.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;15;1295
1778;RPT001778;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\2\2\b879cd93-9964-47ea-94a7-86591b66e9b1\;1bf5be57-a9ea-4515-b226-d3b2bc4f7792.1..pdf;CPostal, Nome;2;0.00013;7;3524
1779;RPT001779;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\3\15\28692b3b-db54-445f-baef-9d3a00e0943c\;2010_03_15_12_29_10.pdf;Filiacao, Profissao, Telefone, CPostal, Data, EMAIL, Nome;5;0.00033;30;71683
1780;RPT001780;Administração;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\2\11\b0e04041-e43e-44ea-a3df-e72c35442b6d\;e4f4fb11-c81b-4a93-ad2f-d4447d1c81ee.1..pdf;;0;0.00000;0;2347
1781;RPT001781;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\2\17\31961da9-faab-4298-96f1-59b173b9e678\;d1f37d53-27c2-4a40-8948-36695a50520d.1..pdf;Filiacao, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;13;1358
1782;RPT001782;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\5\8\69c480e9-ae97-47cb-8a6f-b6f6272f1603\;58c2018c-c0bf-40c2-91f0-1d9c0b0b7532.1..pdf;Profissao, Morada, CPostal, Data, EMAIL, Nome;2;0.00013;22;1051
1783;RPT001783;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\7\31\4dc4ec96-fa9c-4039-bdcb-1852d111e07a\;e2fdf0aa-406b-44d2-a1a2-3d2fdf049944.1..pdf;Filiacao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;14;1350
1784;RPT001784;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\5\17\c94614eb-62e3-447f-a277-e153560fd83c\;f2e59122-6a13-4303-9c43-375f2af8f79e.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;31;1160
1785;RPT001785;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\11\7\fd144585-9664-4ea1-a7e5-db4583644c0a\;6060c95b-1499-4b5b-8305-f6e1a0542cff.1..pdf;Filiacao, Profissao, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;26;1125
1786;RPT001786;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\3\29\ac9f1ceb-c56e-432d-b4a0-76833fd353ab\;45c24e2b-bfa3-41ff-919e-434a33eb1675.1..pdf;IBAN, NIB, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;8511
1787;RPT001787;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\7\13\d86edaf9-3428-41c6-91ac-c1c659e87a02\;9cf3cfa3-36f6-48b5-bb5c-ec766e56b3c4.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;8545
1788;RPT001788;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\4\10\06970e59-99f5-46b1-9e8b-2bd79e9dbaee\;ad299176-ffd1-4e39-8f3c-125d8110f49d.1..pdf;Filiacao, IBAN, NIB, CPostal, Data, DesignacaoCP, Nome;5;0.00033;10;8392
1789;RPT001789;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\4\26\0f3edb0f-b8b8-4724-bdad-7eebb90de54b\;1a9ee05d-05ea-4f13-874b-7e6ca503bbd2.1..pdf;Filiacao, IBAN, NIB, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;18;2020
1790;RPT001790;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\6\29\ca7f3f3d-e1f4-4194-b652-562a6b9bb8d9\;02e4dfaa-3aca-4e2a-8361-f6e8151f0aeb.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;15;2042
1791;RPT001791;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\7\2\22607c02-66d7-4604-bd15-67dcfe546c0c\;6f5d43ea-af25-453d-8666-5fb65de55a84.1..pdf;IBAN, Profissao, Morada, CPostal, NIF, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;1474
1792;RPT001792;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\3\25\0568e145-df9d-4d5d-b089-73254c8bfb4d\;b88ae4e3-dab9-42b4-abba-ef0cde00beda.1..pdf;Filiacao, IBAN, Profissao, CPostal, Data, EMAIL, DesignacaoCP, Nome;5;0.00033;20;11062
1793;RPT001793;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\4\6\0c95e38c-da23-4c9d-8dbd-2f518bae9fb1\;7949917b-f4ef-49d8-9074-f2ff6a2e1c54.1..pdf;IBAN, NIB, CPostal, Data, DesignacaoCP, Nome;4;0.00026;16;8421
1794;RPT001794;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\6\20\e4030ffa-6a99-4a7a-ac13-3099832c15df\;43d580bd-29e2-49d2-8476-a261fa31cb1b.1..pdf;IBAN, NIB, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;8596
1795;RPT001795;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\7\2\c3ec5768-63a0-45b9-9641-f716f77a8d3e\;7ac578d8-e2ab-49b1-9781-784692015c30.1..pdf;Filiacao, CPostal, Data, DesignacaoCP, Nome;5;0.00033;9;1410
1796;RPT001796;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\2\8\37ce74ad-422e-40bc-b351-edfb4c1c7a66\;13652b86-2261-4f5a-95dc-4ffa6bbad614.1..pdf;Filiacao, Profissao, CConducao, CPostal, Data, DesignacaoCP, Nome;5;0.00033;17;5773
1797;RPT001797;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\1\8\ef6c4aaf-81a6-4782-944e-2b2a0d194d8f\;e9bada2b-93fa-4b6c-9a56-6f75c0f906b5.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;18;2001
1798;RPT001798;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\12\15\f3c6cd2b-fa0e-4d43-b867-9ce000c36692\;2009_12_15_11_50_20.pdf;Profissao, Telefone, CPostal, Data, DesignacaoCP;2;0.00013;9;9513
1799;RPT001799;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\3\25\acfd775e-7561-4754-8a5b-ea0431510579\;59a3d3b8-7757-4ba8-be2e-bb0a758bfe1a.1..pdf;IBAN, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;3405
1800;RPT001800;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2010\3\9\2b8ac8ea-0007-4eef-893a-9d3400c124c5\;2010_03_09_11_42_11.pdf;Telefone, CPostal, Data, DesignacaoCP;2;0.00013;5;7668
1801;RPT001801;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\2\26\05008d69-e13d-4372-a903-cd650c764578\;afcda16c-e91b-487d-b3ae-8d4918c2725a.1..pdf;IBAN, NIB, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;19;2301
1802;RPT001802;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\6\5\1c4bc3c8-f51b-4691-8dc9-5dee0c6714f9\;5eabc3c6-3c0c-41b6-82b3-8eefa50fabb3.1..pdf;IBAN, Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;16;1373
1803;RPT001803;Projectos externos;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\7\12\17e63451-fe38-459e-a055-ac82eda559ec\;b4450f33-de30-45dc-a6bd-d670c198441b.pdf;;0;0.00000;0;4888
1804;RPT001804;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\2\22\e3d1d43e-0c28-412c-b66a-2220d4be9abd\;0c890f84-363a-430f-bbc2-b19a1fdc601a.1..pdf;Filiacao, Morada, CPostal, Data, EMAIL, Nome;5;0.00033;15;2060
1805;RPT001805;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\11\4\8edd4fe8-fe21-499a-b8e3-60cc53ea4de0\;1feff12f-b6f2-4f5f-88a1-43969133d7b3.1..pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;14;8054
1806;RPT001806;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\10\4\6063951b-f03f-4a74-97cc-38b1a155660c\;cd1730b3-d794-4682-861e-4489f015049b.1..pdf;;0;0.00000;0;1833
1807;RPT001807;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2015\11\9\c0fde263-4378-4b83-a54e-b6aafdf94183\;d87f60ca-aa6a-4b2e-85ed-e56ee2cd4811.1..pdf;;0;0.00000;0;2206
1808;RPT001808;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2014\4\22\b4daa87d-df49-4d8f-ad3b-7bcde969e4e1\;4f2f9ba9-798d-46e6-b0e3-ab0e77a737f8.pdf;Filiacao, Morada, CPostal, Data, DesignacaoCP, Nome;5;0.00033;18;2352
1809;RPT001809;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2016\3\15\c5de97fb-c6be-421b-8864-83db0a56e78d\;248fd5a7-84bf-4931-a9d7-4df02416a814.1..pdf;IBAN, NIB, Telefone, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;28;3061
1810;RPT001810;Custos das unidades;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\4\10\98b0b8f0-f659-47c5-af10-3712ed8942c5\;ba6f535d-199f-4e27-b271-77a5c5ef0ffd.1..pdf;;0;0.00000;0;2300
1811;RPT001811;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\3\27\f06264a6-4a59-48ae-b3e0-d4f720fbd33b\;98dbcb42-a0d8-467e-b965-64d154a58acf.1..pdf;IBAN, NIB, Morada, CPostal, Data, DesignacaoCP, Nome;4;0.00026;22;2570
1812;RPT001812;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2009\5\11\a27c382d-0fb8-41d8-8e7e-9c0600baa288\;2009_05_11_11_11_21.pdf;Filiacao, CPostal, DesignacaoCP, Nome;5;0.00033;11;25353
1813;RPT001813;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\11\23\deec535e-b121-404c-a6d8-13caccda6653\;695fd2a8-5fa7-4ae4-8cfa-9c709bcea206.1..pdf;IBAN, NIB, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;17;2295
1814;RPT001814;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\10\2\ae4d348c-0b81-4df1-8934-f253854f3bf2\;d69be6b6-f30a-4dae-a7c1-eaf374ce430e.1..pdf;IBAN, NIB, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;4;0.00026;23;8709
1815;RPT001815;Clientes - Linkcom;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\2\19\5371efc5-07ac-4470-8fa2-0f724799cafc\;9612305e-89fc-44e0-894c-d6b051dfcb31.pdf;;0;0.00000;0;4949
1816;RPT001816;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2018\4\10\9aff0e02-e439-4d69-9ced-f23c957a0194\;b8675e07-f8e7-434a-b807-974ab95c0be5.1..pdf;;0;0.00000;0;4685
1817;RPT001817;;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2017\11\8\0e2425e2-6615-4f23-90fa-87f994b4d815\;b350b5d0-4ef1-4010-95c7-a9248003d240.1..pdf;;0;0.00000;0;11541
1818;RPT001818;C&B Comuns;\\psedoclink01.aitec.pt \D$\edoclink\instances\edoc\Store01 \2013\3\13\9b33da44-0511-4967-9884-2ad94bb4585a\;cb0d82b9-2933-440f-95cd-facee76b5d6b.pdf;;0;0.00000;0;10312
