Key;Label;Tipo Ficheiro;Pasta;Ficheiro;Tipo de Dado;Clas. Risco;Densidade Risco;Nr Dados;Tamanho Documento
2300;RPT002300;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Sargentos\1SAR ETC Carvalho Preto\;NOTA_418-Enviar Requerimentos-.doc;Habilitacao, Profissao, Morada, CPostal, DesignacaoCP, Nome;2;0,00013;21;1120
2302;RPT002302;docx;\\sti-srv-01\STI\Servicos Partilhados\2016\LOUVORES\STI\louvor CMG MOITA RODRIGUES\;LOUVOR MR.docx;Filiacao, Habilitacao, Profissao, Nome;5;0,00017;10;482
2304;RPT002304;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2016\Entradas\STI\;E-108-STI.pdf;Habilitacao, Profissao, Telefone, CPostal, EMAIL, Nome, DesignacaoCP;2;0,00013;15;35805
2306;RPT002306;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\01-Oficiais\CTEN FZ Rocha Rei\Férias\2017\;28AGO a 01SET17.pdf;Morada, CPostal, Data, DesignacaoCP, Nome;2;0,00013;17;3031
2308;RPT002308;docx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Oficiais\2TEN TSN Santos Jorge\Notas\;NOTA_59-2014-Enviar Ajudas de Custo-CZMSUL 16FEV.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00007;17;957
2310;RPT002310;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\01-Oficiais\CMG EMA MOITA RODRIGUES\Férias\2016\;01a 29AGO16.pdf;Morada, CPostal, Nome, DesignacaoCP;2;0,00013;15;2762
2312;RPT002312;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\STI\PRAÇAS\Destacados\1MAR MS Machado Charruadas\Declarações de alimentação\;DECLARAÇÃO MAR MS Charruadas-MAR15.docx;Nome;1;0,00007;7;1086
2314;RPT002314;doc;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\01-Oficiais\CTEN AN Martins Gonçalves\Requerimentos\;RESPOSTA A CONVITE - Cooperação Técnica-militar Moçambique.doc;Nome;1;0,00003;4;782
2316;RPT002316;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2018\Entradas\DITIC\;E-092-DITIC.pdf;Nome;1;0,00007;1;7277
2318;RPT002318;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2015\ORDENS\;ODU STI - 24-15.docx;Filiacao, Profissao, Genero, Data, Nome, DesignacaoCP;5;0,00033;48;26569
2320;RPT002320;docx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\STI\Destacados\Praças\1MAR MS Machado Charruadas\Declarações de alimentação\;DECLARAÇÃO MAR MS Charruadas-MAR15.docx;Nome;1;0,00007;7;1086
2322;RPT002322;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\02-Sargentos\1SAR C Viegas Ramos\Memo´s\;Impedimento_escala.9333601_1SAR.C.Viegas.Ramos.pdf;Filiacao, Data, Nome;5;0,00033;19;8383
2324;RPT002324;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Oficiais\CFR SEP Sempiterno Ribeiro\Férias\2014\;16 a 18ABR14.xlsx;Morada, CPostal, Nome;2;0,00013;11;1790
2326;RPT002326;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Oficiais\1TEN STP Pratas Quaresma\Guias 129_130\;Guia 129 -Açores-04 a 08OUT13.xlsx;Profissao, Data, DesignacaoCP, Nome;2;0,00013;18;2619
2328;RPT002328;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2005\REQUERIMENTOS\CARTA DE MARINHEIRO\;Carta_marinheiro SSAR PIN CARRIÇO.doc;Filiacao, DesignacaoCP, Nome;5;0,00017;7;235
2330;RPT002330;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Praças\CAB E Reis Lima\Ordens\;Dagi-Ce para Dagi efectuados.pdf;Profissao, Data, Nome, DesignacaoCP;2;0,00013;26;1566
2332;RPT002332;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\INFORMAÇÕES POR DIVISÕES\DAL_SP\;SERRANO.xls;Profissao, Nome, DesignacaoCP;2;0,00013;10;2489
2334;RPT002334;xlsx;\\sti-srv-01\STI\Servicos Partilhados\2016\ESCALAS ETIR\;ESCALA_ETIR-M_NOV_2016.xlsx;Nome, DesignacaoCP;2;0,00007;8;353
2336;RPT002336;pdf;\\sti-srv-01\STI\Servicos Partilhados\2018\ESCALAS ETIR\Escalas das Seccoes ETIR recebidas\ETIR - T\PASTA DE ABONOS\AGOSTO\MAPAS DE ABONO -13AGO18 a 19AGO18\;Mapa_Previsão_Abono_Diário -STI -13AGO18 a 19AGO18-assinado.pdf;Profissao, Nome;2;0,00013;12;7056
2338;RPT002338;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Oficiais\1TEN EN-EAL FIGUEIREDO DOS SANTOS\NOTAS\;NOTA_296-2013-DSAFC-Enviar Ajudas de Custo-CZM DOS AÇORES.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00007;26;935
2340;RPT002340;docx;\\sti-srv-01\STI\Servicos Partilhados\2018\NOTAS.2018\DAGI\04.ABRIL\;Nota 019 - DAGI - Pedido de Credenciação do CTEN M Sofia Miranda.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;17;1384
2342;RPT002342;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\04-Civis\Ass. Tec.Redtel António Martins Santos\Baixas\;Certificado de incapacidade temporária até 27-09-2018.pdf;;0;0;0;5933
2344;RPT002344;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Oficiais\2TEN SA DE ARAUJO\Certificados\;Certificado-F-Profissional.pdf;;0;0;0;14216
2346;RPT002346;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\STI\Oficiais\CFR Furtado Martins\Férias\2010\;Proposta_LICENÇA_SSTI.pdf;Nome;1;0,00007;2;72930
2348;RPT002348;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2013\ALARDO\Antigas\;LISTA DE PESSOAL-SSTI(03JUL13).pdf;Profissao, Telemovel, Telefone, CPostal, Data, DesignacaoCP, Nome;2;0,00013;913;20433
2350;RPT002350;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\Destacados\Sargentos\1SAR L Duarte Abreu\Guias 129_130\;Exame Anual Abr 2010.pdf;;0;0;0;1311
2352;RPT002352;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Sargentos\SCH ETC Santo da Silva\Férias\2013\;PROP-FÉRIAS11JUN13.pdf;;0;0;0;5792
2354;RPT002354;doc;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\Destacados\Oficiais\2TEN TN - Sofia Alves\Requerimentos_Declarações\;Pedido de Declaração Titularidade de Contrato de Trabalho.doc;Profissao, Nome;2;0,00007;13;808
2356;RPT002356;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2016\Saidas\DITIC\;S-167-DITIC.pdf;CPostal, Data, Nome, DesignacaoCP;2;0,00013;11;33155
2358;RPT002358;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2006\DECLARAÇÕES 2\DECLARAÇÃO IDENTIDADE PATRONAL\;DECLARAÇÃO PARA PEDIDO DE VISTO TURISTICO.doc;Filiacao, Nome, DesignacaoCP;5;0,00033;8;1046
2360;RPT002360;pdf;\\sti-srv-01\STI\Servicos Partilhados\2016\Avaliações\2016\AVALIAÇÕES.2016\Folhas de Avaliação_DITIC\1 TEN V. NEVES - Entregue\;2SAR ETC COUTINHO DE SÁ.pdf;Profissao, Nome, DesignacaoCP;2;0,00013;18;50956
2362;RPT002362;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\02-Sargentos\1SAR ETC Coutinho de Sá\Apresentacao\;Termo de Responsabilidade.pdf;;0;0;0;1200
2364;RPT002364;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\STI\04-Civis\Ass. Op. Aux. Adm. Rita Lourenço\Relatório Clínico\;relatorio de fev18.pdf;;0;0;0;1978
2366;RPT002366;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\CIVIS\Ass. Tec.Redtel José Cabrita\Notas\;E 351 NOTA DITIC - AJUDAS DE CUSTO HORTA.pdf;;0;0;0;74458
2368;RPT002368;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\01-Oficiais\CFR SEP Penim Garcia\Guias 129_130\;M129 MDN-DGRDN 28OUT16.pdf;Data, Nome, DesignacaoCP;2;0,00013;11;3209
2370;RPT002370;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Praças\destacados\CAB CM Albuquerque\Férias\;GUIA-Férias-31out a 12nov11.xls;Habilitacao, Morada, CPostal, Data, DesignacaoCP, Nome;2;0,00013;205;87894
2372;RPT002372;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Sargentos\_destacados\1SAR L Maia Rodrigues\Férias\;30NOV a 13DEZ11.xls;Habilitacao, CPostal, Data, DesignacaoCP, Nome;2;0,00013;206;87465
2374;RPT002374;xlsx;\\sti-srv-01\STI\Servicos Partilhados\2018\ESCALAS ETIR\Escalas das Seccoes ETIR recebidas\ETIR - T\PASTA DE ABONOS\FICHEIROS  PARA MAPAS NOVOS\STI\;Mapa C e D de Abono Diário e Resumo Diário do Mapa de Abono Diário.xlsx;Profissao, Data, Nome;2;0,00013;64;1907
2376;RPT002376;xls;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\2SAR A Marques\;Avaliação destacamento nov12.xls;Profissao, Nome, DesignacaoCP;2;0,00013;12;2433
2378;RPT002378;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\01-Oficiais\CTEN ST-EELT Pinto Alves\NOTAS\;S-291-DITIC.pdf;;0;0;0;5864
2380;RPT002380;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\REQUERIMENTOS\INSCREVER EM UNIDADES MARGEM NORTE E SUL CONVITES COMISSÕES\;NOTA-Margem Norte Elisabete.doc;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;14;1052
2382;RPT002382;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\STI\PRAÇAS\Destacados\Cab AD Santos Jorge\férias\2011\;~$OPOSTA DE LICENÇA FÉRIAS - SSTI.doc;;0;0;0;3
2384;RPT002384;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Oficiais\1TEN STP Baptista das Neves\Notas\;Autorização_2-Visto.docx;Profissao, Nome;2;0,00007;21;270
2386;RPT002386;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Sargentos\_destacados\2SAR Afonso Ribeiro\Guias 12_130\;20130326 - BOLETIM ETINERÁRIO SJACINTO AVEIRO - RIBEIRO.docx;Profissao, DesignacaoCP, Nome;2;0,00007;11;543
2388;RPT002388;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\02-Sargentos\1SAR L Pinto de Azevedo\PUA\;TERMO DE RESPONSABILIDADE.pdf;;0;0;0;1129
2390;RPT002390;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\SCH ETC Martins Correia\Férias\2013\;Proposta liceça férias SCH Correia 9 a 27 Set13.pdf;;0;0;0;6301
2392;RPT002392;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Oficiais\CFR EN-AEL Matias de Freitas\NOTAS\;NOTA_241-2013-DSAFC-Enviar Ajudas de Custo-CZMAÇORES.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00007;19;928
2394;RPT002394;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\01-Oficiais\2TEN TN Fernandes Vieira\Prorrogação de contrato\;E-231-DAGI-Renovacao.2017.pdf;;0;0;0;896
2396;RPT002396;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\INTRA STI\Escalas\Esc Praças STI\;Escala de 29 de junho a 15 de julho de 2013.pdf;;0;0;0;6420
2398;RPT002398;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DAGI\CIVIS\ESP. INF. Nuno Rosado\Notas\;Avaliação de Desempenho 2 Via.pdf;;0;0;0;5080
2400;RPT002400;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Civis\Tec. Inf. Rui Vila Lobos Brito\Férias\2015\;17 a 18DEZ15.pdf;Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;15;2771
2402;RPT002402;pdf;\\sti-srv-01\STI\Servicos Partilhados\2017\LOUVORES\DITIC\Louvores-2015\;2015 (14).pdf;;0;0;0;4951
2404;RPT002404;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2017\Saidas\STI\;S-028-STI.pdf;Filiacao, Habilitacao, Profissao, Telemovel, Telefone, CPostal, Data, Nome, DesignacaoCP;5;0,00033;149;777310
2406;RPT002406;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\FÉRIAS\Legislação\Nova pasta\;Requerimentos.docx;Profissao, Nome;2;0,00007;3;205
2408;RPT002408;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Saidas\DITIC\JANEIRO\;S-020-DITIC.pdf;Profissao, Telefone, Morada, CPostal, EMAIL, Nome, DesignacaoCP;2;0,00013;16;5433
2410;RPT002410;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Saidas\DITIC\ABRIL\;S-020-DITIC.pdf;Nome;1;0,00007;1;6104
2412;RPT002412;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2015\AVALIAÇÕES 2015\DITIC\1TEN F. SANTOS\;2TEN S. CAEIRO.pdf;Profissao, Nome, DesignacaoCP;2;0,00013;20;15592
2414;RPT002414;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2016\Saidas\DITIC\;S-356-DITIC.pdf;CPostal, Nome, DesignacaoCP;2;0,00013;10;4760
2416;RPT002416;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2016\Entradas\STI\;E-031-STI.pdf;Filiacao, Profissao, Data, EMAIL, Nome;5;0,00033;16;41189
2418;RPT002418;pdf;\\sti-srv-01\STI\Servicos Partilhados\2017\ALARDO\ANTERIORES\;LISTA TELEFÓNICA DE PESSOAL-STI (30JUN15).pdf;Profissao, Telefone, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0,00013;907;16351
2420;RPT002420;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2018\Entradas\DITIC\;E-158-DITIC.pdf;Profissao, Morada, CPostal, Data, EMAIL, DesignacaoCP, Nome;2;0,00013;14;2788
2422;RPT002422;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\STI\PRAÇAS\Destacados\CAB FZV FREIRE\;NOTA_61-2013-Enviar Pedido de Cartão de acesso PPMarinha-cab fzv feire.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00007;20;749
2424;RPT002424;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Saidas\DITIC\MAIO\;S-002-DITIC.pdf;Profissao, Morada, CPostal, Data, EMAIL, Nome, DesignacaoCP;2;0,00013;15;6592
2426;RPT002426;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\02-Sargentos\SAJ ETC Sales dos Santos\Requerimentos\;S-132-DITIC.pdf;;0;0;0;2833
2428;RPT002428;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\04-Civis\Tec. Esp.Redtel Sebastião Marchão\Guias 129_130\;M129 ETNA 17 a 21NOV14.pdf;Data, Nome, DesignacaoCP;2;0,00013;20;4103
2430;RPT002430;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2017\Entradas\STI\;E-401-STI.pdf;Nome;1;0,00007;1;40835
2432;RPT002432;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\STI\03-Praças\CAB T Dias Henriques\Saude\;op2_243_10-Parecer.JSN.pdf;Data, Nome, DesignacaoCP;2;0,00007;18;899
2434;RPT002434;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\Destacados\Praças\2MAR L Guimarães\Notas\;NOTA 70 E REQUERIMENTO DE PRORROGAÇÃO DE CONTRATO.pdf;;0;0;0;12945
2436;RPT002436;docx;\\sti-srv-01\STI\Servicos Partilhados\2018\MAPAS DE ASSIDUIDADE\DITIC\;Modelo de Nota DITIC.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;8;1203
2438;RPT002438;xls;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\01-Oficiais\2TEN TSN Gonçalves Ferreira\férias\2011\;11a22JUL.xls;Habilitacao, Morada, Data, DesignacaoCP, Nome;2;0,00013;209;86233
2440;RPT002440;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Sargentos\_destacados\1SAR C Almeida Carlos\Paternidade\;Requerimento Paternidade Carlos.doc;Profissao, Data, Nome;2;0,00007;29;325
2442;RPT002442;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2010\GUIAS\GUIA M129 E VERSO\;M 129 - Gerais - Militares - JSN CAB T MARCOS.xls;Data, DesignacaoCP, Nome;2;0,00013;345;735725
2444;RPT002444;docx;\\sti-srv-01\STI\Servicos Partilhados\2017\NOTAS.2017\DITIC\01.JANEIRO\;NOTA 012 - DITIC-Pedido de Cartão de acesso Parques Privativos de Marinha.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;11;1147
2446;RPT002446;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\carimbos\Stamps\;DITIC.pdf;Nome;1;0,00007;2;15103
2448;RPT002448;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\03-Praças\CMOR A Moura da Costa\Guias 129_130\;M129 CITAN 08-16OUT15.pdf;Profissao, Nome, DesignacaoCP;2;0,00013;12;4234
2450;RPT002450;xls;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\STI\Destacados\Praças\CAB M Serrano\CAB M Serrano\Férias\;Férias-03_a_05out11.xls;Habilitacao, Morada, CPostal, Data, DesignacaoCP, Nome;2;0,00013;204;87791
2452;RPT002452;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Sargentos\SCH ETC RODRIGUES SIMÕES\FÉRIAS\;26 a 29JAN15.pdf;Morada, CPostal, Data, DesignacaoCP, Nome;2;0,00013;18;2805
2454;RPT002454;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2014\Entradas\STI\OUTUBRO\;E-020-SSTI.pdf;Filiacao, Habilitacao, Profissao, Telefone, Data, EMAIL, Nome;5;0,00033;22;16768
2456;RPT002456;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\CDIACM\03-Praças\Cabo CM Pombas Montez\;S-085-STI.pdf;;0;0;0;957
2458;RPT002458;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2017\Saidas\DAGI\;S-111-DAGI.pdf;Nome;1;0,00007;1;4713
2460;RPT002460;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DITIC\Sargentos\1SAR ETC Narciso\Guias 129_130\;M-129-2013-dfaróis 14jan13.xls;Data, Nome, DesignacaoCP;2;0,00013;26;4127
2462;RPT002462;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2011\GUIAS-2011\GUIAS DE DESLOCAÇÃO M129\Deslocações - A_Custo\;M-129-2011-C.P. F.FOZ-1.xls;Data, DesignacaoCP, Nome;2;0,00013;13;2756
2464;RPT002464;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2011\GUIAS-2011\GUIAS DE MARCHA M130\GUIAS DITIC-CE PARA DITIC\;013-M130_2SAR L Duque.xls;Profissao, Nome;2;0,00013;20;4021
2466;RPT002466;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\Sargentos\_destacados\1Sar ETC Borrego Alves\Férias\;guia de Férias Impressora 5 Plus  22NOV12.xlsx;Morada, CPostal, DesignacaoCP, Nome;2;0,00013;14;1060
2468;RPT002468;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\GUIAS 2012\GUIAS DE DESLOCAÇÃO M129\;M-129-19MAI11-BNL-LOURENÇO.xls;Nome, DesignacaoCP;2;0,00013;5;2791
2470;RPT002470;xls;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2011\MAPAS DE ASSUIDADE\IMPRESSOS\;Numeração1-49.xls;;0;0;0;205
2472;RPT002472;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\Destacados\Praças\CABO E Reis Lima\Férias\2015\;21 a 31OUT15.pdf;Morada, CPostal, Data, Nome, DesignacaoCP;2;0,00013;17;2798
2474;RPT002474;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2005\NOTAS\NOTAS PARA ENVIAR REQUERIMENTOS\;NOTA ENVIAR DOCUMENTOS MILITARES E CIVIS.doc;Profissao, Nome, DesignacaoCP;2;0,00007;9;974
2476;RPT002476;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Notas-2012\CARTÕES ACESSO\;NOTA_007-Enviar Pedido de Cartão de acesso à E-Naval-BNL-1SAR-ETI-SOARES.doc;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;18;1114
2478;RPT002478;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\04-Civis\Esp. Inf  Dias Gonçalves\NOTAS\;S-031-DITIC.pdf;;0;0;0;2475
2480;RPT002480;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\INTRA STI\Escalas\Esc Of UAICM\Adjunto do oficial de dia\;Adjuntos do oficial de dia maio 2015.pdf;;0;0;0;8538
2482;RPT002482;xlsx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\INFORMAÇÕES POR DIVISÕES\INFORMAÇÕES_2012\DSC_SIC\Destacamento 1º Informador-1TEN Santana Gonçalves\;STEN SANTOS CAEIRO.xlsx;Profissao, Nome, DesignacaoCP;2;0,00013;14;6372
2484;RPT002484;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Memos2012\2012\;memo nº01-2012 DAGI-ESCALAS UAICM -Impedimentos.doc;Profissao, Nome;2;0,00007;7;540
2486;RPT002486;xls;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Sargentos\SCH L Mendes Zambujo\FÉRIAS\2013\;GUIA-Férias-08JUL a 30JUL13.xls;CPostal, Nome;2;0,00013;9;72776
2488;RPT002488;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\INTRA STI\ordens pdf\2012\;ODU SSTI 29-12 EXTRAORDINÁRIA.pdf;Profissao, Nome, DesignacaoCP;2;0,00013;49;6358
2490;RPT002490;docx;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2012\Base Dados SSTI-2012\DAGI\CIVIS\Ass. Tec. Inês Azevedo\Requerimentos\;PEDIDO DE ACOMULAÇÃO DE FERIAS 2011 .docx;Nome, DesignacaoCP;2;0,00007;10;243
2492;RPT002492;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2009\REQUERIMENTOS\CONTAGEM TEMPO - CG APOSENTAÇÕES\;REQUERIMENTO PEDIDO CONTAGEM TEMPO-SAR L.doc;Filiacao, Profissao, Morada, Data, DesignacaoCP, Nome;5;0,00017;29;534
2494;RPT002494;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\2013\ORDENS\ODU-SSTI\2013\;ODU SSTI 02-13.pdf;Filiacao, Profissao, Data, Nome, DesignacaoCP;5;0,00033;63;15737
2496;RPT002496;docx;\\sti-srv-01\STI\Servicos Partilhados\2015\NOTAS 2015\DITIC\01 - janeiro\;NOTA DITIC-Pedido de Renovação de Distico para BNL TEN CORDEIRO.docx;Profissao, Morada, CPostal, EMAIL, Nome, DesignacaoCP;2;0,00013;11;1208
2498;RPT002498;doc;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DITIC\CIVIS\Ass. Tec.Redtel José Cabrita\Notas\;NOTA_402-Enviar Ajudas de Custo-CPSINES.doc;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00013;21;1166
2500;RPT002500;docx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\01-Oficiais\1TEN TSN Cabrita Branco\Notas\2016\;PAFs_2016.docx;Profissao, Morada, CPostal, Nome, DesignacaoCP;2;0,00007;11;826
2502;RPT002502;pdf;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DAGI\01-Oficiais\CTEN M Sofia Miranda\m129-130\;M129_JSN_25FEV16_20098_CTEN.M_SOFIA.MIRANDA.pdf;;0;0;0;1033
2504;RPT002504;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2014\Entradas\DITIC\NOVEMBRO\;E-064-DITIC.pdf;Nome, DesignacaoCP;2;0,00013;6;4462
2506;RPT002506;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\BASE DE DADOS STI\DAGI\CIVIS\destacados\Ass. Tec. Inês Azevedo\MSG's\ANOS ANTERIORES\;Junta Saúde Naval 07_10_10.pdf;;0;0;0;1443
2508;RPT002508;pdf;\\sti-srv-01\STI\Servicos Partilhados\Secretaria\Gestão Documental\Documentos\2015\Entradas\DITIC\DEZEMBRO\;E-031-DITIC.pdf;NIB, Telefone, Morada, CPostal, NIF, Data, EMAIL, DesignacaoCP, Nome;4;0,00026;22;20239
2510;RPT002510;docx;\\sti-srv-01\STI\Servicos Partilhados\Pessoal\DITIC\Destacados\Praças\CAB CRO Pereira de Oliveira\REQUERIMENTOS\;Requerimento de Horas de Navegação NRP João Roby.docx;Profissao, Data, Nome, DesignacaoCP;2;0,00007;11;263
2512;RPT002512;pdf;\\sti-srv-01\STI\Servicos Partilhados\Anos Anteriores\INTRA STI\DESPACHOS STI\2013\;DESPACHO Nº 6-13-SSTI.pdf;;0;0;0;32371
